name,opening_hours,address,location,phone_number,rating,price_level,isJapanese,isKorean,isChinese,isMalay,isIndian,isThai,isVietnamese,isWestern,isLocal,isItalian,isMiddleEastern,isInternational,isEuropean,isGerman,isBurmese,isFrench
Garibaldi Restaurant,"[{'close': {'day': 0, 'time': '1430'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 0, 'time': '2230'}, 'open': {'day': 0, 'time': '1830'}}, {'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '1830'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '1830'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '1830'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '1830'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1830'}}, {'close': {'day': 6, 'time': '1430'}, 'open': {'day': 6, 'time': '1200'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1830'}}]","36 Purvis St, Singapore 188613",5,+65 6837 1468,4.5,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Giardino Pizza Bar & Grill,"[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1700'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1200'}}]","30 Victoria St, #01-32, Singapore 187996",5,+65 6334 2515,3.3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Ginett Restaurant & Wine Bar,"[{'close': {'day': 0, 'time': '2330'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2330'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2330'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2330'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2330'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2330'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2330'}, 'open': {'day': 6, 'time': '0700'}}]","200 Middle Rd, Singapore 188980",9,+65 6809 7989,4.2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Go-Ang Pratunam Chicken Rice,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","Plaza Singapura, 68 Orchard Rd, #03-24, Singapore 238839",10,+65 6339 5442,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Godmama Peranakan Restaurant,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","Funan Mall 109, #04-07 North Bridge Rd, Singapore 179105",9,+65 6970 0828,4.2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gong Yuan Ma La Tang,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1130'}}]","109 North Bridge Rd, #B2-09 Funan Mall, Singapore 179097",9,,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gunther's Modern French Cuisine,"[{'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1830'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1830'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1830'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1830'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1830'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1830'}}]","36 Purvis St, #01-03, Singapore 188613",5,+65 9010 3075,4.6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Guzman y Gomez,"[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1030'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1030'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1030'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1030'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1030'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1030'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1030'}}]","107 North Bridge Rd, #B1-35, Singapore 179105",9,+65 9055 7105,4.8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gyu-Kakul (S) Pte Ltd,,"30 Victoria St, Singapore 187996",5,,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hakata Ikkousha Ramen Restaurent,"[{'close': {'day': 0, 'time': '2045'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2145'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2145'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2145'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2145'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2145'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2145'}, 'open': {'day': 6, 'time': '1130'}}]","30 Victoria St, #F1-07, Chijmes, Singapore 187996",5,+65 6338 8460,4.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawker Chan,,"107 North Bridge Rd, Singapore 179105",9,,3.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HAWKERMAN @ Funan,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","109 North Bridge Rd, #B2-18 Funan Mall, Singapore 179097",9,+65 6755 6900,3.6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hey Yummy!,"[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1030'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1030'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1030'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1030'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1030'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1030'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1030'}}]","107 North Bridge Rd, #B2-13 Funan Mall, Singapore 179105",9,,3.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hong Chu Mian Dian 紅厨麵点,,Singapore,9,,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hong Kong Sheng Kee Dessert (Raffles City),"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '1030'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '1030'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '1030'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '1030'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1030'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1030'}}]","252 North Bridge Rd, #B1-79, Singapura 179103",8,+65 6336 0183,4.4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hong Seng Curry Rice @SMU,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1000'}}]","90 Stamford Rd, #01-73, Singapore 178903",5,+65 9876 2288,4.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Tomato,"[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1100'}}]","68 Orchard Rd, #B2-40, Singapore 238839",10,+65 6341 9162,3.9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
House Of Peranakan Cuisine,"[{'close': {'day': 0, 'time': '1500'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1800'}}, {'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1800'}}, {'close': {'day': 2, 'time': '1500'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1800'}}, {'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1800'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1800'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1800'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1130'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1800'}}]","13 Stamford Rd, #B2-52 Capitol Piazza, Singapore 178905",7,+65 6282 8672,4.2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
House of Yamamoto,,"252 North Bridge Rd, #B2-44 Raffles City, Singapore 179103",8,,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huoyanshaiziniu 火炎骰子牛,"[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1100'}}]","68 Orchard Rd #B2-49 Plaza, Singapore 238839",10,,3.3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyang-to-gol Korean Restaurant Raffles City,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","252 north bridge road, #b1-74, raffles city shopping centre, Singapore 179103",8,+65 6336 4745,3.6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Love Taimei,,"252 North Bridge Rd, Singapore 179103",8,,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ichi Tei,"[{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1200'}}]","91 Bencoolen Street #01-, 52 Sunshine Terrace, Singapore",9,+65 9139 1746,4.6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ichiban Sushi (Plaza Singapura),"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","68 Orchard Road, #06-05/06, Plaza, Singapore 238839",10,+65 6837 0113,3.8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndoChine @ CHIJMES,"[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2330'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2330'}, 'open': {'day': 6, 'time': '1200'}}]","30 Victoria St, #01-21/22, Singapore 187996",5,+65 6332 1595,3.3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Irrawaddy Restaurant Pte Ltd,,"111 North Bridge Rd, #B1-07 Peninsula Plaza, Singapore 179098",7,+65 6336 8568,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Is Cafe,,"5 Coleman St, Singapore 179805",9,,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Isle Eating House,"[{'close': {'day': 0, 'time': '2030'}, 'open': {'day': 0, 'time': '0830'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0630'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0630'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0630'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0630'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0630'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0630'}}]","35 Selegie Road #02-08/09/10/11/12 Parklane Shopping Mall #01-08 Parklane Shopping Mall, Singapore 188307",9,+65 6337 1695,4.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Itacho Sushi,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1100'}}]","68 Orchard Rd #02-35 Plaza, Singapore 238839",10,+65 6337 8922,3.9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAAN By Kirk Westaway,"[{'close': {'day': 1, 'time': '1300'}, 'open': {'day': 1, 'time': '1145'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1845'}}, {'close': {'day': 2, 'time': '1300'}, 'open': {'day': 2, 'time': '1145'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1845'}}, {'close': {'day': 3, 'time': '1300'}, 'open': {'day': 3, 'time': '1145'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1845'}}, {'close': {'day': 4, 'time': '1300'}, 'open': {'day': 4, 'time': '1145'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1845'}}, {'close': {'day': 5, 'time': '1300'}, 'open': {'day': 5, 'time': '1145'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1845'}}, {'close': {'day': 6, 'time': '1300'}, 'open': {'day': 6, 'time': '1145'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1845'}}]","2 Stamford Road Swissôtel, Level 70 The Stamford, Singapore 178882",8,+65 6837 3322,4.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Jai Thai,"[{'close': {'day': 0, 'time': '1500'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1800'}}, {'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1800'}}, {'close': {'day': 2, 'time': '1500'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1800'}}, {'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1800'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1800'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1800'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1130'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1800'}}]","27 Purvis St, #01-01 An Chuan Building, Singapore 188604",5,+65 6336 6908,3.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
JOE & THE JUICE,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1000'}}]","252 North Bridge Rd, 01 - 45 / 45A, Singapore 179103",8,,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Juewei 绝味,"[{'close': {'day': 1, 'time': '0400'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 2, 'time': '0400'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 3, 'time': '0400'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 4, 'time': '0400'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 5, 'time': '0400'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 6, 'time': '0400'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 0, 'time': '0400'}, 'open': {'day': 6, 'time': '1000'}}]","1 Sophia Rd, Singapore 228149",9,,4.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kacang Puteh Seller,,"35 Selegie Rd, Singapore 188307 Selegie Rd, Singapore 188307",9,,4.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kai Sushi & Robatayaki,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1130'}}]","68 Orchard Road, #04-68, Plaza, Singapore 238839",10,+65 6336 1480,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kara-Men,,"107 North Bridge Rd, #B2-25 Funan Mall, Singapore 179105",9,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katachi Style Sushi,,"15, Stamford Rd, #01-82 Arcade @ Capitol Kempinski, Singapore 178906",7,+65 6241 6447,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenboru,"[{'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1700'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1700'}}]","80 Stamford Rd, #B1-65 School of Information Systems, Singapore 178902",5,+65 8202 0404,4.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KFC @ Plaza Singapura,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '0800'}}]","68 Orchard Rd, Plaza Singapura, #B1-21/22, Singapore 238839",10,+65 6837 0446,3.7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
